,cntSender,cntRecipient
Mike Fultz,0.0,7.0
Mingcheng Lian,0.0,7.0
Mlk Pkns Michael Kirby Cmlk,0.0,7.0
Mmcvick,0.0,7.0
Mmiddleton Mailbox Sw,0.0,7.0
Morten Pettersen,0.0,7.0
Mpatterson Ercot,0.0,7.0
Mperkin,0.0,7.0
Msoutha,0.0,7.0
Mstage,0.0,7.0
Multi Wscc,0.0,7.0
Mzheng,0.0,7.0
Nferrie,0.0,7.0
Ngunter,0.0,7.0
Nick,0.0,7.0
Norma Hasenjager,0.0,7.0
Norma Yeverino,0.0,7.0
Nramsey,0.0,7.0
Nwrto Pplmt,0.0,7.0
Omar Aboudaher,0.0,7.0
Ordway,0.0,7.0
Pamela,0.0,7.0
Pat Capps,0.0,7.0
Paul Poellinger,0.0,7.0
Paul Trieschman,0.0,7.0
Pbibi,0.0,7.0
Pdevrie,0.0,7.0
Pennix,0.0,7.0
Petrochko,0.0,7.0
Pg,0.0,7.0
Pgraff Reliant,0.0,7.0
Pgregor,0.0,7.0
Phil Sisneros,0.0,7.0
Philip,0.0,7.0
Philip Bacon,0.0,7.0
Piernotb Letu,0.0,7.0
Plebeau,0.0,7.0
Pmkuykendall Sbcglobal,0.0,7.0
Pryor,0.0,7.0
Ptucker,0.0,7.0
Qalhat Control,0.0,7.0
Raccompliance,0.0,7.0
Rafael Medina,0.0,7.0
Raj Monm,0.0,7.0
Rajib Saha,0.0,7.0
Randy Matson,0.0,7.0
Ravsav,0.0,7.0
Rdeleon,0.0,7.0
Regina,0.0,7.0
Reheard,0.0,7.0
Rex Arn,0.0,7.0
Rgeorge,0.0,7.0
Rgibbs Gibbs Bruns,0.0,7.0
Rhayes,0.0,7.0
Ricardo Mihaly,0.0,7.0
Richard Shepherd,0.0,7.0
Richard Toubia,0.0,7.0
Rlfossum Mato,0.0,7.0
Rlukas Keyspanenergy,0.0,7.0
Rneusta,0.0,7.0
Roberson,0.0,7.0
Robert Johnson,0.0,7.0
Robert Soeldner,0.0,7.0
Robert W,0.0,7.0
Roberto Deleon,0.0,7.0
Robin Tompkins Pgn,0.0,7.0
Robyn Layfam,0.0,7.0
Roger Westfall,0.0,7.0
Ronnie Chahal,0.0,7.0
Rosie Castillo,0.0,7.0
Ross Berthelot Bankone,0.0,7.0
Rousseau Anai,0.0,7.0
Rsierra,0.0,7.0
Ruth Lancaster,0.0,7.0
Sabra,0.0,7.0
Salisha Ramos,0.0,7.0
Sally Beck Hou,0.0,7.0
Sandra Mcdonough,0.0,7.0
Sanjay Bhagat,0.0,7.0
Sbashen Sjbc,0.0,7.0
Scampos,0.0,7.0
Schaffer,0.0,7.0
Scharnberger Armin T Online De,0.0,7.0
Schiavone,0.0,7.0
Scrawfo,0.0,7.0
Scrowell Oracle,0.0,7.0
Sdivelbi,0.0,7.0
Sgarcia,0.0,7.0
Sgilchr,0.0,7.0
Shanna,0.0,7.0
Shelton,0.0,7.0
Shemsley,0.0,7.0
Sherry,0.0,7.0
Shirlet Williams,0.0,7.0
Sholtzm,0.0,7.0
Shudgins Hhw Law,0.0,7.0
Signed Bidders,0.0,7.0
Skulic,0.0,7.0
Soblander Carrfut,0.0,7.0
Sonnier,0.0,7.0
Sspeaker Energyintel,0.0,7.0
Stage,0.0,7.0
Stanley,0.0,7.0
Stock Option Grant List,0.0,7.0
Stockbrokers,0.0,7.0
Strawbale Crest,0.0,7.0
Sue Kelly,0.0,7.0
Susan J,0.0,7.0
Susan Weison,0.0,7.0
Suttle,0.0,7.0
Sylvia,0.0,7.0
Tami Scrudder,0.0,7.0
Tammie,0.0,7.0
Team,0.0,7.0
Tessandori,0.0,7.0
Thibaut,0.0,7.0
Tim Davies,0.0,7.0
Tim Schenk,0.0,7.0
Timdawnsierra,0.0,7.0
Tjaquet,0.0,7.0
Tlenhart Corealty,0.0,7.0
Tlr Dwgp,0.0,7.0
Tmachej Arcfinancial,0.0,7.0
Tomcones Gulfcoastpipeline,0.0,7.0
Tortolero,0.0,7.0
Troy,0.0,7.0
Truss,0.0,7.0
Tti Rcnchicago,0.0,7.0
Tyanows,0.0,7.0
Underwood,0.0,7.0
"Undisclosed-Recipient:@Avocet.Mail.Pas.Earthlink.Net,",0.0,7.0
Vargas,0.0,7.0
Vela,0.0,7.0
Vgonza,0.0,7.0
Vince J,0.0,7.0
Virginia,0.0,7.0
Vthomson Houstontexans Nfl,0.0,7.0
W Tom,0.0,7.0
Wax Ghg,0.0,7.0
Webb Jennings,0.0,7.0
Webbb Dsmo,0.0,7.0
Wei Tai,0.0,7.0
Western Price Survey Contacts Ren Cais,0.0,7.0
Whitehead,0.0,7.0
William Falbaum,0.0,7.0
William Heinrich Dps Ny,0.0,7.0
Zmcclure,0.0,7.0
Zrothman,0.0,7.0
"""Undisclosed""@Zeus.Caddev.Com",0.0,6.0
-,0.0,6.0
Aabbey Camdenprop,0.0,6.0
Aagrawal Cba Ua,0.0,6.0
Aba Vnf,0.0,6.0
Ablanco,0.0,6.0
Abshirek Epenergy,0.0,6.0
Ac Dc Ab,0.0,6.0
Achampi,0.0,6.0
Achin Colcnr,0.0,6.0
Acurles,0.0,6.0
Adayao,0.0,6.0
Adonnelly Prmllp,0.0,6.0
Aeisens,0.0,6.0
Ajain Worldbank,0.0,6.0
Akin,0.0,6.0
Aklodow Alleghenyenergy,0.0,6.0
Alatorre,0.0,6.0
Ale,0.0,6.0
Alex Sugaoka,0.0,6.0
All Corp,0.0,6.0
All Vice,0.0,6.0
Allan Ford,0.0,6.0
Allen Cohrs,0.0,6.0
Alvin,0.0,6.0
Amartin,0.0,6.0
Amullig,0.0,6.0
Angela Mendez,0.0,6.0
Angie,0.0,6.0
Asbo@Ix.Netcom.Com,0.0,6.0
Askaff Law Group,0.0,6.0
Ataylor Bracepatt,0.0,6.0
Atkinson Bradstoneequity,0.0,6.0
Ava Syon,0.0,6.0
Awm Blakes,0.0,6.0
Azeman,0.0,6.0
Bandrews Quinngillespie,0.0,6.0
Barbara Klemstine,0.0,6.0
Basu,0.0,6.0
Bb,0.0,6.0
Bburles,0.0,6.0
Bcampbe,0.0,6.0
Bcordes,0.0,6.0
Bd,0.0,6.0
Be,0.0,6.0
Beltringham Strandcommunications,0.0,6.0
Ben,0.0,6.0
Ben Brosen,0.0,6.0
Ben Seal Cvrmarc,0.0,6.0
Bernadette Dowling,0.0,6.0
Bevans,0.0,6.0
Bfb Cc,0.0,6.0
Bfc Bf,0.0,6.0
Bhughes Sithe,0.0,6.0
Biggerstaff,0.0,6.0
Bill Rasch Raschgraphics,0.0,6.0
Bills,0.0,6.0
Billyoung,0.0,6.0
Binky Davidson,0.0,6.0
Binns,0.0,6.0
Bjorn,0.0,6.0
Blanche Bond,0.0,6.0
Blarson,0.0,6.0
Bmontgom Winston,0.0,6.0
Boner,0.0,6.0
Bowlgame Pluto Sparklist,0.0,6.0
Bowman,0.0,6.0
Breves,0.0,6.0
Brian Wesneske,0.0,6.0
Briank Knighteninc,0.0,6.0
Btessan,0.0,6.0
Burkee Cts,0.0,6.0
Bus Anal,0.0,6.0
Butch Watsonmoving,0.0,6.0
Bvote,0.0,6.0
Calo,0.0,6.0
Carol Armstrong,0.0,6.0
Carolina Waingortin,0.0,6.0
Carrington,0.0,6.0
Catherine Mckalip,0.0,6.0
Catherinecao Cs,0.0,6.0
Cbozzi Pemcor,0.0,6.0
Cherie Steigerwald,0.0,6.0
Cheryl Runge,0.0,6.0
Chet Fenner Bmc Cchet Ffenner,0.0,6.0
Chike Okpara,0.0,6.0
Christopher Helfrich,0.0,6.0
Cisneros,0.0,6.0
Clayton Wg,0.0,6.0
Clearhead Mailman,0.0,6.0
Clearhead Mailman Eenron,0.0,6.0
Clickathome Pilot,0.0,6.0
Cmcevoy,0.0,6.0
Cnelson,0.0,6.0
Conal Tackney,0.0,6.0
Copeland,0.0,6.0
Cormanerb Cs,0.0,6.0
Cris,0.0,6.0
Csandhe,0.0,6.0
Csmith,0.0,6.0
Cvarnel,0.0,6.0
Cwomack Rice,0.0,6.0
Cxm Pge,0.0,6.0
D Wear,0.0,6.0
Da Fc Bfe Fa,0.0,6.0
Dallmann,0.0,6.0
Dalton Mcgrath,0.0,6.0
Danaggie,0.0,6.0
Darensbourg,0.0,6.0
Dave Odneal,0.0,6.0
Dave Parquet,0.0,6.0
David Degabriele,0.0,6.0
David Hill,0.0,6.0
David Kates,0.0,6.0
David O'Dell,0.0,6.0
David Parham,0.0,6.0
David Shields,0.0,6.0
David Tregar,0.0,6.0
Dcatalina Juniper,0.0,6.0
Dcross,0.0,6.0
Ddietri,0.0,6.0
Debba,0.0,6.0
Debbie Chance,0.0,6.0
Debra Perlingiere Hou,0.0,6.0
Dec Fec Cdba Ed,0.0,6.0
Dennis,0.0,6.0
Despain,0.0,6.0
Dhogan,0.0,6.0
Diana Ovalle,0.0,6.0
Diane Fitzgerald,0.0,6.0
Dick Jeanneret,0.0,6.0
Distribution,0.0,6.0
Disturnal,0.0,6.0
Dkurth Ong,0.0,6.0
Dmccopp,0.0,6.0
Donald Bishop,0.0,6.0
Donette Dewar,0.0,6.0
Donna Sheidun,0.0,6.0
Dora Thurmond,0.0,6.0
Dorothy,0.0,6.0
Dorothy Dade,0.0,6.0
Drhatte Ppco,0.0,6.0
Dtusa Nova Sparklist,0.0,6.0
Dushinske,0.0,6.0
E205-1@Haas.Berkeley.Edu,0.0,6.0
E205-2@Haas.Berkeley.Edu,0.0,6.0
Econckl,0.0,6.0
Ecopela,0.0,6.0
Edit Martindale,0.0,6.0
Edward Smith,0.0,6.0
Ees Power,0.0,6.0
Efa Bc Fd,0.0,6.0
Egroves,0.0,6.0
Eldridge,0.0,6.0
Elizabeth Atkinson,0.0,6.0
Elizabeth Jordan Aimfunds,0.0,6.0
Ellen Pwarc,0.0,6.0
Emel Akan,0.0,6.0
Enron Executives,0.0,6.0
Enronpostpetition,0.0,6.0
Enw Domestic Employee List,0.0,6.0
Eolecommercesupport,0.0,6.0
Eric Calub,0.0,6.0
Eshim,0.0,6.0
Esholeen Bracepatt,0.0,6.0
Esimpso,0.0,6.0
Esmith Kanekatexas,0.0,6.0
Eva Pollard,0.0,6.0
Fa Eb,0.0,6.0
Farzad Farhangnia,0.0,6.0
Fdddf Cafff,0.0,6.0
Fdyson,0.0,6.0
Fe Ce,0.0,6.0
Fee,0.0,6.0
Fichten,0.0,6.0
Forbish,0.0,6.0
Ford,0.0,6.0
Fourknees,0.0,6.0
Franklin,0.0,6.0
Fstiber Dg Studios,0.0,6.0
Ga Ets,0.0,6.0
Ga Netco,0.0,6.0
Garland,0.0,6.0
Garner,0.0,6.0
Gary Gault,0.0,6.0
Gayle Muench,0.0,6.0
Ghibbert,0.0,6.0
Ghyde,0.0,6.0
Glewis,0.0,6.0
Godfrey Hyde,0.0,6.0
Gsharp,0.0,6.0
Guillermo,0.0,6.0
Gwaddr Hq Em Bill Casey,0.0,6.0
Heather Dalton Dell,0.0,6.0
Hector Alatorre,0.0,6.0
Helen Ding,0.0,6.0
Hlenhart,0.0,6.0
Hmathis,0.0,6.0
Hmckinne,0.0,6.0
Holly,0.0,6.0
Hudsonr Teai,0.0,6.0
Ian Sloman,0.0,6.0
Imceaex Caiso Corporate Distribution Isobussys,0.0,6.0
Itcalgary,0.0,6.0
James Alexander,0.0,6.0
James Moore,0.0,6.0
Jan,0.0,6.0
Janc,0.0,6.0
Jar,0.0,6.0
Jason Althaus,0.0,6.0
Jay Boudreaux,0.0,6.0
Jay Dudley Pgn,0.0,6.0
Jbartle,0.0,6.0
Jbyrd Byrdinterior,0.0,6.0
Jdarens,0.0,6.0
Jdavis,0.0,6.0
Jeff Ford,0.0,6.0
Jeff Nielsen,0.0,6.0
Jennifer Lee,0.0,6.0
Jerry Seade,0.0,6.0
Jesse,0.0,6.0
Jhorne,0.0,6.0
Jhungerf,0.0,6.0
Jill,0.0,6.0
Jill Horswell,0.0,6.0
Jim Brysch,0.0,6.0
Jim Ogg,0.0,6.0
Jkboud Swbell,0.0,6.0
Jknight Ong,0.0,6.0
Jknobla,0.0,6.0
Jlinhar,0.0,6.0
Jls Fullenweider,0.0,6.0
Jnogid,0.0,6.0
Jnowlan,0.0,6.0
Jo Zepeda,0.0,6.0
Joanne Smith,0.0,6.0
Joe Jure,0.0,6.0
John Admire,0.0,6.0
John Bourget Bankone,0.0,6.0
John Moore,0.0,6.0
John Nanof,0.0,6.0
Jordancapitalmanagement Worldnet Att,0.0,6.0
Jscribne,0.0,6.0
Jwise,0.0,6.0
Jzivley,0.0,6.0
Kahn Marguerite,0.0,6.0
Karen Samples,0.0,6.0
Kay,0.0,6.0
Kcameron,0.0,6.0
Kcastle,0.0,6.0
Kelly Noel,0.0,6.0
Kendrick,0.0,6.0
Kennedy,0.0,6.0
Kenneth Schall,0.0,6.0
Kevin Golden,0.0,6.0
Kgarlan,0.0,6.0
Kiddle,0.0,6.0
King Jr,0.0,6.0
Kjone,0.0,6.0
Kjurgen,0.0,6.0
Kkitaga,0.0,6.0
Kleindorfer Wharton Upenn,0.0,6.0
Klexplore,0.0,6.0
Krejcir Kindermorgan,0.0,6.0
Kwalsh,0.0,6.0
Kzelikovitz Mariner,0.0,6.0
Lacooper Dow,0.0,6.0
Lakho,0.0,6.0
Lance Legal,0.0,6.0
Lance Mccarthy,0.0,6.0
Lance Shuler,0.0,6.0
Lane Alexander,0.0,6.0
Lara,0.0,6.0
Larry Gordon,0.0,6.0
Larson,0.0,6.0
Lay Kenneth,0.0,6.0
Laynie,0.0,6.0
Ldelgado,0.0,6.0
Lester,0.0,6.0
Lightfield,0.0,6.0
Lighthouse Independent,0.0,6.0
Linda Lhayman Skadden,0.0,6.0
Lindy,0.0,6.0
Lisa Casa De Clarke,0.0,6.0
Lkoersel,0.0,6.0
Llees,0.0,6.0
Lloyd,0.0,6.0
Lnissan,0.0,6.0
Lowell Bezanis,0.0,6.0
Lprior,0.0,6.0
Ltrevino,0.0,6.0
Lundstrom,0.0,6.0
Mable Tang,0.0,6.0
Maddox,0.0,6.0
Maestas,0.0,6.0
Mahoney,0.0,6.0
Mallikd Wharton Upenn,0.0,6.0
Marc,0.0,6.0
Marc Sekula Bmc,0.0,6.0
Marccohen Kayescholer,0.0,6.0
Maria Soliz,0.0,6.0
Marilyn Rivera,0.0,6.0
Mark Ei.London Taylor@Enron,0.0,6.0
Mark Nutter,0.0,6.0
Marketwire Dtn,0.0,6.0
Markm Cajunusa Mark Molnar Cmarkm,0.0,6.0
Marshall Eubank,0.0,6.0
Marylynne Ruffer,0.0,6.0
Mattc Elitebrokers,0.0,6.0
Mayeux,0.0,6.0
Mayher,0.0,6.0
Mbower Bellatlantic,0.0,6.0
Mbrownin,0.0,6.0
Mbryant,0.0,6.0
Mcarraway Watervalley,0.0,6.0
Mccoppin,0.0,6.0
Mcklaw Bellsouth,0.0,6.0
Mcn Prnmail Prnewswire,0.0,6.0
Mconfer,0.0,6.0
Mdelgado Hess,0.0,6.0
Meltzerlaw,0.0,6.0
Mesquita,0.0,6.0
Messenger,0.0,6.0
Mfichten,0.0,6.0
Mgentry Westmorelandhall,0.0,6.0
Mhuson,0.0,6.0
Michael Kopper,0.0,6.0
Michel E Nelson@Enron,0.0,6.0
Michele,0.0,6.0
Mkoenig,0.0,6.0
Mmccall Sempratrading,0.0,6.0
Mmcgowa,0.0,6.0
Mmoscos,0.0,6.0
Mnguye,0.0,6.0
Mordaunt,0.0,6.0
Mpatronella Williamsbailey,0.0,6.0
Mraymon,0.0,6.0
Mrobinso,0.0,6.0
Mruffer,0.0,6.0
Mschopper,0.0,6.0
Mscrimsh,0.0,6.0
Murrell,0.0,6.0
Mwells,0.0,6.0
Myers,0.0,6.0
Nagesh Kavi,0.0,6.0
Nandrew,0.0,6.0
Nbasu,0.0,6.0
Ncarpen,0.0,6.0
Neff,0.0,6.0
New Power,0.0,6.0
Newsletter Houstonpress,0.0,6.0
Ngregson Wfw,0.0,6.0
Nhernand,0.0,6.0
Nick Ernst,0.0,6.0
Nickens Copn,0.0,6.0
Nissan,0.0,6.0
Nogid,0.0,6.0
Novak,0.0,6.0
Oash Dom,0.0,6.0
Ormec Sullcrom,0.0,6.0
Paige Grumulaitis Hou Ees,0.0,6.0
Paladino,0.0,6.0
Pat Prendergast,0.0,6.0
Patrick Scales,0.0,6.0
Paul Brodie,0.0,6.0
Paula Oneill,0.0,6.0
Pbroder,0.0,6.0
Pcherry,0.0,6.0
Pdrumm Csc,0.0,6.0
Pedro Henrique,0.0,6.0
Phil Waddell,0.0,6.0
Philip Levy,0.0,6.0
Phillip K,0.0,6.0
Pilar Cerezo,0.0,6.0
Piper Cole,0.0,6.0
Pitre Ev,0.0,6.0
Pjm Raarc Risc,0.0,6.0
Pjohnso,0.0,6.0
Pmoore Wcamerica,0.0,6.0
Ppriest Csc,0.0,6.0
Priest Yazoopsc,0.0,6.0
Productcontrol,0.0,6.0
Purogallo,0.0,6.0
Pvillag Columbiaenergy,0.0,6.0
Pway Wayholding,0.0,6.0
R,0.0,6.0
Rachael Venable,0.0,6.0
Randall,0.0,6.0
Raul Davila,0.0,6.0
Rbaumfie,0.0,6.0
Rbell,0.0,6.0
Rconner Brobeck,0.0,6.0
Rdgutzmanjr Dow,0.0,6.0
Reck,0.0,6.0
Reidstav,0.0,6.0
Retailpilot Ercot,0.0,6.0
Reuben Maltby,0.0,6.0
Reves,0.0,6.0
Rhill,0.0,6.0
Richard Everett,0.0,6.0
Richard Reichardt,0.0,6.0
Richard Sanders Hou,0.0,6.0
Rick Waddell,0.0,6.0
Rkenned Rbcds,0.0,6.0
Rmason,0.0,6.0
Rmcmanus Bakerbotts,0.0,6.0
Rmesquit,0.0,6.0
Robert Scheuer,0.0,6.0
Roger Ponce,0.0,6.0
Ronnie,0.0,6.0
Roshmi Mukherjee,0.0,6.0
Rott Reliant,0.0,6.0
Rotto,0.0,6.0
Sall Employees North America,0.0,6.0
Sandi Drysdale I,0.0,6.0
Sarah Dietrich,0.0,6.0
Sbhagat,0.0,6.0
Schumack,0.0,6.0
Scott Flood,0.0,6.0
Scott Yeager,0.0,6.0
Sdonna Johnson Pdx,0.0,6.0
Sdougla,0.0,6.0
Sean,0.0,6.0
Seinfeld,0.0,6.0
Sgroenew,0.0,6.0
Shauywn Smith,0.0,6.0
Sherrie Gibson,0.0,6.0
Sheung Tam,0.0,6.0
Shim,0.0,6.0
Sibyl Peyer,0.0,6.0
Sidney Cox,0.0,6.0
Sjernig Entergy,0.0,6.0
Skjohn,0.0,6.0
Sl Morrison,0.0,6.0
Slakho,0.0,6.0
Slighth,0.0,6.0
Sluong,0.0,6.0
Smartin Steelhector,0.0,6.0
Snevill,0.0,6.0
Ssmith,0.0,6.0
Ssullo,0.0,6.0
Stacey J,0.0,6.0
Steele,0.0,6.0
Stephen Haratunian,0.0,6.0
Steve Jacobo,0.0,6.0
Steve Lewis,0.0,6.0
Steve Lovett,0.0,6.0
Steve Morse,0.0,6.0
Steve Neal,0.0,6.0
Steve Sanmiguel,0.0,6.0
Steve Schneider,0.0,6.0
Sthomas,0.0,6.0
Stuart,0.0,6.0
Sullivan,0.0,6.0
Sullo,0.0,6.0
Swafford,0.0,6.0
Swanita,0.0,6.0
Sweetp Netropolis,0.0,6.0
Tara,0.0,6.0
Tblancha,0.0,6.0
Tbosien,0.0,6.0
Tbrogan,0.0,6.0
Tbushma,0.0,6.0
Tcarrico Spilmanlaw,0.0,6.0
Tcashion,0.0,6.0
Tdespai,0.0,6.0
Tdonova,0.0,6.0
Tease Ls Sendoutmail,0.0,6.0
Ted Ryther,0.0,6.0
Teresa Smith,0.0,6.0
Terraso,0.0,6.0
Terrellyn Parker,0.0,6.0
Terri Hamby,0.0,6.0
Tgreen,0.0,6.0
Thomas Bentz,0.0,6.0
Tina,0.0,6.0
Tlenhart Corealty Tom Lenhart Ctlenhart,0.0,6.0
Tmchendry Cmsenergy,0.0,6.0
Todd,0.0,6.0
Todd Neal,0.0,6.0
Tony Digitrain,0.0,6.0
Tony Palmer Transcanada,0.0,6.0
Tony Spruiell,0.0,6.0
Tpryor,0.0,6.0
Transatl Theatlantic,0.0,6.0
Tricia Truong,0.0,6.0
Tripp,0.0,6.0
Truongd Timken,0.0,6.0
Trushar Patel,0.0,6.0
Tsanvid,0.0,6.0
Twaggoner Ercot,0.0,6.0
Tyson,0.0,6.0
"Undisclosed-Recipient:@Gull.Mail.Pas.Earthlink.Net,",0.0,6.0
"Undisclosed-Recipient:@Snipe.Mail.Pas.Earthlink.Net,",0.0,6.0
Vamtblues,0.0,6.0
Vasant,0.0,6.0
Vaughan,0.0,6.0
Vi Dare,0.0,6.0
Vicky Ha,0.0,6.0
Videoconference,0.0,6.0
Vvela,0.0,6.0
Walsh,0.0,6.0
Walt,0.0,6.0
Wamozes,0.0,6.0
William Healy,0.0,6.0
Williamwagner Worldnet Att,0.0,6.0
Wilson Dietrich,0.0,6.0
Worthing,0.0,6.0
Wperry,0.0,6.0
Wukasch,0.0,6.0
Yaqoobalzadjali Omanlng Om,0.0,6.0
Yaron K,0.0,6.0
Yvette,0.0,6.0
Yvonne Francois,0.0,6.0
Zeman,0.0,6.0
Zivley,0.0,6.0
Zrothman Mieco,0.0,6.0
A Matheson,0.0,5.0
Aaron Qeraser,0.0,5.0
Aclemons,0.0,5.0
Adam Senn,0.0,5.0
Adam Texas,0.0,5.0
Admin Eba,0.0,5.0
Af,0.0,5.0
Af Ec,0.0,5.0
Agelber Gelbercorp,0.0,5.0
Agent,0.0,5.0
Agiannon,0.0,5.0
Agruber Tindallfoster,0.0,5.0
Aharrington Deltapower,0.0,5.0
Ahartman Cisco,0.0,5.0
Aibrahim,0.0,5.0
Ajpace,0.0,5.0
Al Sayed Adgas Ae,0.0,5.0
Alexander Fusco,0.0,5.0
Alfaro,0.0,5.0
Alicia Goodrow,0.0,5.0
Alisa Christensen,0.0,5.0
All Ees,0.0,5.0
Allan Elliott,0.0,5.0
Allario,0.0,5.0
Allatham Realtor,0.0,5.0
Allison Halford,0.0,5.0
Allison Hamilton,0.0,5.0
Alluserstext Newsletter Ussoccer,0.0,5.0
Aluc,0.0,5.0
Alumni News,0.0,5.0
Alvarado,0.0,5.0
Ambroshia Hunter,0.0,5.0
Amiles,0.0,5.0
Amy Kim,0.0,5.0
Amyphil,0.0,5.0
Anastas,0.0,5.0
Andersotim,0.0,5.0
Andreas Radmacher,0.0,5.0
Andrew Marwede,0.0,5.0
Angel Fuller,0.0,5.0
Angela Connelly,0.0,5.0
Angela Roberts,0.0,5.0
Angela Teerwilliams,0.0,5.0
Ansalon,0.0,5.0
Aparson,0.0,5.0
Apdiving,0.0,5.0
Apisciotta Kelleydrye,0.0,5.0
Archila,0.0,5.0
Arnold L,0.0,5.0
Aroberso,0.0,5.0
Asandov,0.0,5.0
Asantucc,0.0,5.0
Aschultz,0.0,5.0
Asmythe@Isda.Org,0.0,5.0
Associates,0.0,5.0
Astramowicz,0.0,5.0
Avrahmorrison,0.0,5.0
Bagot,0.0,5.0
Bammelyoungfamilies Listbot,0.0,5.0
Bapidutt,0.0,5.0
Barrett Rice,0.0,5.0
Bb Cf Fab,0.0,5.0
Becky,0.0,5.0
Beena Pradhan,0.0,5.0
Bella Jiang,0.0,5.0
Berg,0.0,5.0
Bess,0.0,5.0
Beth Jensen,0.0,5.0
Beth Wapner,0.0,5.0
Betsy Raybon,0.0,5.0
Betty Coneway,0.0,5.0
Bev,0.0,5.0
Bfowler,0.0,5.0
Bgaillar Ees,0.0,5.0
Bhatch,0.0,5.0
Birgit Hiresynergy,0.0,5.0
Blackshear,0.0,5.0
Blblair Ev,0.0,5.0
Bnpparibascommodityfutureslimited Bnpparibas,0.0,5.0
Bowler,0.0,5.0
Boyle,0.0,5.0
Braden,0.0,5.0
Brand Barker,0.0,5.0
Braun Cmua,0.0,5.0
Brennan,0.0,5.0
Brenner,0.0,5.0
Brewer,0.0,5.0
Brian Dafferner,0.0,5.0
Brindle,0.0,5.0
Brodrig,0.0,5.0
Bruce Stram,0.0,5.0
Brust,0.0,5.0
Bturner Ssoe,0.0,5.0
Bveazey Obn Ok,0.0,5.0
Bwallace Tcast,0.0,5.0
Bwells Pop,0.0,5.0
Calger Christopher,0.0,5.0
Campbell Benjamin,0.0,5.0
Candmserv,0.0,5.0
Carey,0.0,5.0
Carl Livermore,0.0,5.0
Carla Argyriou,0.0,5.0
Carolan,0.0,5.0
Caroline Champion Mhhs,0.0,5.0
Caroline Schaeffer,0.0,5.0
Carolyn Evans,0.0,5.0
Carrier,0.0,5.0
Cashin,0.0,5.0
Cbc,0.0,5.0
Cchi Ix Netcom,0.0,5.0
Ccisnero,0.0,5.0
Cdawes,0.0,5.0
Cecil Stradford,0.0,5.0
Cf Eda,0.0,5.0
Cfair Worldnet Att,0.0,5.0
Cfcoleman,0.0,5.0
Cguerra,0.0,5.0
Chanley,0.0,5.0
Charles Decker,0.0,5.0
Charles Heeter,0.0,5.0
Charles Philpott,0.0,5.0
Cherturcotte,0.0,5.0
Cheryl Brashier,0.0,5.0
Cheryl Brinkman,0.0,5.0
Cherylene,0.0,5.0
Chris J Dutton Si Shell,0.0,5.0
Chris Loehr,0.0,5.0
Christine Schwab Dom,0.0,5.0
Chudyj Winstim,0.0,5.0
Cindus,0.0,5.0
Cindy Adams,0.0,5.0
Ckiske Austin,0.0,5.0
Clackey,0.0,5.0
Claudia Robinson,0.0,5.0
Clickathome Participants,0.0,5.0
Cloegering Mariner,0.0,5.0
Cmrcoreteam Caiso,0.0,5.0
Cneale Coredevelopmentinc,0.0,5.0
Cokpara,0.0,5.0
Colleen,0.0,5.0
Comeaux,0.0,5.0
Connie,0.0,5.0
Connie Corona,0.0,5.0
Corinna Johnston,0.0,5.0
Cotten,0.0,5.0
Cpercha,0.0,5.0
Cpoonti,0.0,5.0
Crice Nge,0.0,5.0
Crickard,0.0,5.0
Crowell,0.0,5.0
Csanche,0.0,5.0
Cscworkinggroup Ercot,0.0,5.0
Csilva Uamericas Ecimceanotes Christian Silva Ccsilva Eec,0.0,5.0
Curless,0.0,5.0
Cynthia Panopoulos,0.0,5.0
Dad Cce Dee,0.0,5.0
Dale Clark,0.0,5.0
Dalgleish,0.0,5.0
Dallegre,0.0,5.0
Danaggie Dana P Cdanaggie,0.0,5.0
Darlene Mckeever,0.0,5.0
Dat Truong,0.0,5.0
Dave Ellis,0.0,5.0
Dave Mcmullan,0.0,5.0
David Ricks Gsdm,0.0,5.0
Davidlu Nepco,0.0,5.0
Dboyle,0.0,5.0
Dcarmany,0.0,5.0
Dcarolan,0.0,5.0
De,0.0,5.0
De Edb,0.0,5.0
Deal Mgmt,0.0,5.0
Deberry Jeremiah,0.0,5.0
Delaneyj Winstim,0.0,5.0
Demonica Lipscomb,0.0,5.0
Denice Cazalet,0.0,5.0
Diana Andel,0.0,5.0
Diane Niestrath,0.0,5.0
Dickerson,0.0,5.0
Diem Hallmark,0.0,5.0
Dkahl Scana,0.0,5.0
Dlassere,0.0,5.0
Dmburkett,0.0,5.0
Dmccaff,0.0,5.0
Dmurphy Utilicorp,0.0,5.0
Don Adam,0.0,5.0
Douglasp Coned,0.0,5.0
Dpresto,0.0,5.0
Dreck,0.0,5.0
Dryan,0.0,5.0
Dsalina,0.0,5.0
Dsvatos,0.0,5.0
Dtauke Winston,0.0,5.0
Dtraylor,0.0,5.0
Dudley Ceimail,0.0,5.0
Dunn,0.0,5.0
Dutch Bumgardner Dom,0.0,5.0
Earline Kendall,0.0,5.0
Earthur Hupk Ellen Arthur Cearthur,0.0,5.0
Ebenson,0.0,5.0
Ecklandt Winstim,0.0,5.0
Ecross,0.0,5.0
Ed Ece,0.0,5.0
Efernandez Teainc,0.0,5.0
Einsighthtml Ftenergy,0.0,5.0
